School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient
402,Benjamin Banneker High School,HS,112,1,0,8,64,39,103,8.93E-03,0,7.14E-02,0.571428597,0.348214298,0.919642866,115,1,5,29,71,9,80,8.70E-03,4.35E-02,0.252173901,0.617391288,7.83E-02,0.695652187
404,Browne Education Campus,3,33,14,6,6,7,0,7,0.424242437,0.181818187,0.181818187,0.212121218,0,0.212121218,33,9,7,11,5,1,6,0.272727281,0.212121218,0.333333343,0.151515156,3.03E-02,0.181818187
404,Browne Education Campus,4,26,8,10,4,4,0,4,0.307692319,0.384615391,0.15384616,0.15384616,0,0.15384616,26,12,7,5,2,0,2,0.461538464,0.269230783,0.192307696,7.69E-02,0,7.69E-02
404,Browne Education Campus,5,17,7,5,5,0,0,0,0.411764711,0.294117659,0.294117659,0,0,0,17,8,5,4,0,0,0,0.470588237,0.294117659,0.235294119,0,0,0
404,Browne Education Campus,6,34,15,10,8,1,0,1,0.441176474,0.294117659,0.235294119,2.94E-02,0,2.94E-02,35,15,13,5,2,0,2,0.428571433,0.371428579,0.142857149,5.71E-02,0,5.71E-02
404,Browne Education Campus,7,20,6,4,6,4,0,4,0.300000012,0.200000003,0.300000012,0.200000003,0,0.200000003,20,1,7,6,6,0,6,5.00E-02,0.349999994,0.300000012,0.300000012,0,0.300000012
404,Browne Education Campus,8,19,3,5,4,6,1,7,0.157894731,0.263157904,0.210526317,0.315789461,5.26E-02,0.368421048,19,6,3,3,7,0,7,0.315789461,0.157894731,0.157894731,0.368421048,0,0.368421048
404,Browne Education Campus,ALL,149,53,40,33,22,1,23,0.355704695,0.26845637,0.22147651,0.147651002,6.71E-03,0.15436241,150,51,42,34,22,1,23,0.340000004,0.280000001,0.226666674,0.146666661,6.67E-03,0.153333336
405,Deal Middle School,6,470,21,37,66,181,165,346,4.47E-02,7.87E-02,0.140425533,0.385106385,0.351063818,0.736170232,470,14,51,102,207,96,303,2.98E-02,0.108510636,0.217021272,0.440425545,0.204255313,0.644680858
405,Deal Middle School,7,509,20,26,55,161,247,408,3.93E-02,5.11E-02,0.10805501,0.316306472,0.485265225,0.801571727,510,12,56,99,256,87,343,2.35E-02,0.109803922,0.19411765,0.501960814,0.17058824,0.672549009
405,Deal Middle School,8,444,22,35,58,181,148,329,4.95E-02,7.88E-02,0.130630627,0.407657653,0.333333343,0.740990996,444,29,54,96,233,32,265,6.53E-02,0.121621624,0.216216221,0.52477479,7.21E-02,0.596846819
405,Deal Middle School,ALL,1423,63,98,179,523,560,1083,4.43E-02,6.89E-02,0.125790581,0.367533386,0.39353478,0.761068165,1424,55,161,297,696,215,911,3.86E-02,0.113061801,0.208567411,0.488764048,0.15098314,0.639747202
407,Eliot-Hine Middle School,6,58,22,17,12,7,0,7,0.37931034,0.293103456,0.206896558,0.120689653,0,0.120689653,58,28,23,6,1,0,1,0.482758611,0.396551728,0.103448279,1.72E-02,0,1.72E-02
407,Eliot-Hine Middle School,7,55,17,13,16,5,4,9,0.309090912,0.236363634,0.290909082,9.09E-02,7.27E-02,0.163636357,53,22,23,4,3,1,4,0.415094346,0.433962256,7.55E-02,5.66E-02,1.89E-02,7.55E-02
407,Eliot-Hine Middle School,8,46,21,11,10,4,0,4,0.456521749,0.239130437,0.217391297,8.70E-02,0,8.70E-02,46,33,9,2,2,0,2,0.717391312,0.195652172,4.35E-02,4.35E-02,0,4.35E-02
407,Eliot-Hine Middle School,ALL,159,60,41,38,16,4,20,0.377358496,0.257861644,0.238993704,0.100628927,2.52E-02,0.12578617,157,83,55,12,6,1,7,0.528662443,0.350318462,7.64E-02,3.82E-02,6.37E-03,4.46E-02
409,School Without Walls @ Francis-Stevens,3,40,10,9,11,10,0,10,0.25,0.224999994,0.275000006,0.25,0,0.25,40,4,4,13,14,5,19,0.100000001,0.100000001,0.324999988,0.349999994,0.125,0.474999994
409,School Without Walls @ Francis-Stevens,4,43,9,6,11,11,6,17,0.209302321,0.139534891,0.255813956,0.255813956,0.139534891,0.395348847,43,7,14,8,12,2,14,0.162790701,0.325581402,0.186046511,0.279069781,4.65E-02,0.325581402
409,School Without Walls @ Francis-Stevens,5,42,6,5,16,14,1,15,0.142857149,0.119047619,0.380952388,0.333333343,2.38E-02,0.357142866,42,2,6,8,22,4,26,4.76E-02,0.142857149,0.190476194,0.523809552,9.52E-02,0.619047642
409,School Without Walls @ Francis-Stevens,6,49,4,12,16,17,0,17,8.16E-02,0.244897962,0.326530606,0.346938789,0,0.346938789,49,4,11,14,19,1,20,8.16E-02,0.224489793,0.285714298,0.387755096,2.04E-02,0.408163279
409,School Without Walls @ Francis-Stevens,7,46,5,6,13,14,8,22,0.108695649,0.130434781,0.282608688,0.304347813,0.173913047,0.478260875,46,0,10,13,21,2,23,0,0.217391297,0.282608688,0.456521749,4.35E-02,0.5
409,School Without Walls @ Francis-Stevens,8,41,4,6,9,19,3,22,9.76E-02,0.146341458,0.219512194,0.463414639,7.32E-02,0.536585391,41,7,11,13,10,0,10,0.170731708,0.268292695,0.317073166,0.243902445,0,0.243902445
409,School Without Walls @ Francis-Stevens,ALL,261,38,44,76,85,18,103,0.145593867,0.16858238,0.291187733,0.325670511,6.90E-02,0.394636005,261,24,56,69,98,14,112,9.20E-02,0.214559391,0.264367819,0.375478923,5.36E-02,0.429118782
413,Hart Middle School,6,107,39,42,15,11,0,11,0.364485979,0.392523378,0.140186921,0.102803737,0,0.102803737,107,53,34,16,4,0,4,0.495327115,0.31775701,0.149532706,3.74E-02,0,3.74E-02
413,Hart Middle School,7,110,65,22,19,3,1,4,0.590909064,0.200000003,0.172727272,2.73E-02,9.09E-03,3.64E-02,110,39,54,13,4,0,4,0.354545444,0.4909091,0.118181817,3.64E-02,0,3.64E-02
413,Hart Middle School,8,93,52,20,16,5,0,5,0.559139788,0.215053767,0.172043011,5.38E-02,0,5.38E-02,94,59,24,9,2,0,2,0.627659559,0.255319148,9.57E-02,2.13E-02,0,2.13E-02
413,Hart Middle School,ALL,310,156,84,50,19,1,20,0.503225803,0.270967752,0.161290318,6.13E-02,3.23E-03,6.45E-02,311,151,112,38,10,0,10,0.485530555,0.360128611,0.122186497,3.22E-02,0,3.22E-02
416,Johnson Middle School,6,86,26,30,22,7,1,8,0.302325577,0.348837197,0.255813956,8.14E-02,1.16E-02,9.30E-02,86,45,28,9,3,1,4,0.523255825,0.325581402,0.104651161,3.49E-02,1.16E-02,4.65E-02
416,Johnson Middle School,7,75,25,21,16,12,1,13,0.333333343,0.280000001,0.213333338,0.159999996,1.33E-02,0.173333332,71,24,27,17,3,0,3,0.338028163,0.380281687,0.239436626,4.23E-02,0,4.23E-02
416,Johnson Middle School,8,74,31,22,14,7,0,7,0.418918908,0.297297299,0.189189196,9.46E-02,0,9.46E-02,75,49,24,2,0,0,0,0.653333306,0.319999993,2.67E-02,0,0,0
416,Johnson Middle School,ALL,235,82,73,52,26,2,28,0.34893617,0.310638309,0.221276596,0.110638298,8.51E-03,0.11914894,232,118,79,28,6,1,7,0.508620679,0.340517253,0.120689653,2.59E-02,4.31E-03,3.02E-02
417,Kramer Middle School,6,57,22,22,11,2,0,2,0.3859649,0.3859649,0.19298245,3.51E-02,0,3.51E-02,57,24,27,4,2,0,2,0.421052635,0.473684222,7.02E-02,3.51E-02,0,3.51E-02
417,Kramer Middle School,7,64,39,14,10,1,0,1,0.609375,0.21875,0.15625,1.56E-02,0,1.56E-02,64,27,35,2,0,0,0,0.421875,0.546875,3.13E-02,0,0,0
417,Kramer Middle School,8,60,28,23,7,2,0,2,0.466666669,0.383333325,0.116666667,3.33E-02,0,3.33E-02,57,44,11,2,0,0,0,0.771929801,0.19298245,3.51E-02,0,0,0
417,Kramer Middle School,ALL,181,89,59,28,5,0,5,0.491712719,0.325966865,0.154696137,2.76E-02,0,2.76E-02,178,95,73,8,2,0,2,0.533707857,0.410112351,4.49E-02,1.12E-02,0,1.12E-02
420,MacFarland Middle School,6,61,12,15,22,12,0,12,0.196721315,0.245901644,0.360655725,0.196721315,0,0.196721315,61,9,21,21,10,0,10,0.147540987,0.344262302,0.344262302,0.163934425,0,0.163934425
420,MacFarland Middle School,7,68,12,16,20,17,3,20,0.176470593,0.235294119,0.294117659,0.25,4.41E-02,0.294117659,68,17,20,20,10,1,11,0.25,0.294117659,0.294117659,0.14705883,1.47E-02,0.161764711
420,MacFarland Middle School,ALL,129,24,31,42,29,3,32,0.186046511,0.240310073,0.325581402,0.224806204,2.33E-02,0.248062015,129,26,41,41,20,1,21,0.201550394,0.31782946,0.31782946,0.155038759,7.75E-03,0.162790701
421,Kelly Miller Middle School,6,120,44,38,25,12,1,13,0.366666675,0.316666663,0.208333328,0.100000001,8.33E-03,0.108333334,120,50,51,15,4,0,4,0.416666657,0.425000012,0.125,3.33E-02,0,3.33E-02
421,Kelly Miller Middle School,7,120,32,25,35,24,4,28,0.266666681,0.208333328,0.291666657,0.200000003,3.33E-02,0.233333334,120,29,52,32,7,0,7,0.24166666,0.433333337,0.266666681,5.83E-02,0,5.83E-02
421,Kelly Miller Middle School,8,114,42,32,25,14,1,15,0.368421048,0.280701756,0.219298244,0.122807018,8.77E-03,0.131578952,113,56,34,17,6,0,6,0.495575219,0.300884962,0.150442481,5.31E-02,0,5.31E-02
421,Kelly Miller Middle School,ALL,354,118,95,85,50,6,56,0.333333343,0.268361568,0.24011299,0.141242936,1.69E-02,0.158192083,353,135,137,64,17,0,17,0.382436275,0.388101995,0.181303114,4.82E-02,0,4.82E-02
427,Sousa Middle School,6,64,25,24,9,6,0,6,0.390625,0.375,0.140625,9.38E-02,0,9.38E-02,63,17,23,22,1,0,1,0.269841284,0.365079373,0.349206358,1.59E-02,0,1.59E-02
427,Sousa Middle School,7,82,29,21,22,10,0,10,0.353658527,0.256097555,0.268292695,0.121951222,0,0.121951222,83,27,39,16,1,0,1,0.3253012,0.469879508,0.192771077,1.20E-02,0,1.20E-02
427,Sousa Middle School,8,71,27,25,14,5,0,5,0.380281687,0.352112681,0.197183102,7.04E-02,0,7.04E-02,71,48,20,3,0,0,0,0.676056325,0.28169015,4.23E-02,0,0,0
427,Sousa Middle School,ALL,217,81,70,45,21,0,21,0.373271883,0.322580636,0.207373276,9.68E-02,0,9.68E-02,217,92,82,41,2,0,2,0.42396313,0.377880186,0.188940093,9.22E-03,0,9.22E-03
428,Stuart-Hobson Middle School (Capitol Hill Cluster),6,142,13,33,36,49,11,60,9.15E-02,0.232394367,0.253521115,0.345070422,7.75E-02,0.422535211,140,17,58,36,24,5,29,0.121428572,0.414285719,0.257142872,0.171428576,3.57E-02,0.20714286
428,Stuart-Hobson Middle School (Capitol Hill Cluster),7,140,12,25,37,46,20,66,8.57E-02,0.178571433,0.264285713,0.328571439,0.142857149,0.471428573,140,26,51,29,27,7,34,0.18571429,0.364285707,0.20714286,0.192857146,5.00E-02,0.242857143
428,Stuart-Hobson Middle School (Capitol Hill Cluster),8,127,8,24,35,47,13,60,6.30E-02,0.188976377,0.275590539,0.370078743,0.102362208,0.472440958,127,47,30,24,23,3,26,0.370078743,0.236220479,0.188976377,0.181102365,2.36E-02,0.204724416
428,Stuart-Hobson Middle School (Capitol Hill Cluster),ALL,409,33,82,108,142,44,186,8.07E-02,0.200488999,0.264058679,0.347188264,0.107579462,0.454767734,407,90,139,89,74,15,89,0.221130222,0.341523349,0.218673214,0.181818187,3.69E-02,0.218673214
433,Jefferson Middle School Academy,6,109,23,27,31,28,0,28,0.211009175,0.247706428,0.284403682,0.25688073,0,0.25688073,111,17,29,38,24,3,27,0.153153151,0.261261255,0.342342347,0.216216221,2.70E-02,0.243243247
433,Jefferson Middle School Academy,7,97,11,20,23,36,7,43,0.113402061,0.206185564,0.237113401,0.371134013,7.22E-02,0.443298966,98,15,36,32,14,1,15,0.153061226,0.367346942,0.326530606,0.142857149,1.02E-02,0.153061226
433,Jefferson Middle School Academy,8,84,22,11,30,18,3,21,0.261904776,0.130952388,0.357142866,0.214285716,3.57E-02,0.25,85,34,28,13,10,0,10,0.400000006,0.329411775,0.152941182,0.117647059,0,0.117647059
433,Jefferson Middle School Academy,ALL,290,56,58,84,82,10,92,0.193103448,0.200000003,0.289655179,0.282758623,3.45E-02,0.317241371,294,66,93,83,48,4,52,0.224489793,0.316326529,0.28231293,0.163265303,1.36E-02,0.176870748
435,McKinley Middle School,6,71,21,15,22,11,2,13,0.295774639,0.211267605,0.309859157,0.154929578,2.82E-02,0.183098584,70,24,25,13,8,0,8,0.342857152,0.357142866,0.18571429,0.114285715,0,0.114285715
435,McKinley Middle School,7,81,20,14,21,25,1,26,0.246913582,0.172839507,0.259259254,0.30864197,1.23E-02,0.320987642,82,26,35,20,1,0,1,0.317073166,0.426829278,0.243902445,1.22E-02,0,1.22E-02
435,McKinley Middle School,8,60,15,24,12,9,0,9,0.25,0.400000006,0.200000003,0.150000006,0,0.150000006,60,31,13,11,5,0,5,0.516666651,0.216666669,0.183333337,8.33E-02,0,8.33E-02
435,McKinley Middle School,ALL,212,56,53,55,45,3,48,0.264150947,0.25,0.259433955,0.21226415,1.42E-02,0.226415098,212,81,73,44,14,0,14,0.382075459,0.344339609,0.207547173,6.60E-02,0,6.60E-02
436,Ron Brown College Preparatory High School,ALL,96,47,22,14,12,1,13,0.489583343,0.229166672,0.145833328,0.125,1.04E-02,0.135416672,91,21,44,25,1,0,1,0.230769232,0.483516484,0.274725288,1.10E-02,0,1.10E-02
436,Ron Brown College Preparatory High School,HS,96,47,22,14,12,1,13,0.489583343,0.229166672,0.145833328,0.125,1.04E-02,0.135416672,91,21,44,25,1,0,1,0.230769232,0.483516484,0.274725288,1.10E-02,0,1.10E-02
442,Columbia Heights Education Campus,6,92,21,28,27,16,0,16,0.228260875,0.304347813,0.293478251,0.173913047,0,0.173913047,95,9,27,21,34,4,38,9.47E-02,0.284210533,0.221052632,0.357894748,4.21E-02,0.400000006
442,Columbia Heights Education Campus,7,84,14,17,26,21,6,27,0.166666672,0.202380955,0.309523821,0.25,7.14E-02,0.321428567,84,7,27,30,18,2,20,8.33E-02,0.321428567,0.357142866,0.214285716,2.38E-02,0.238095239
442,Columbia Heights Education Campus,8,85,18,19,28,20,0,20,0.211764708,0.223529413,0.329411775,0.235294119,0,0.235294119,84,21,25,22,16,0,16,0.25,0.297619045,0.261904776,0.190476194,0,0.190476194
442,Columbia Heights Education Campus,ALL,495,123,114,134,110,14,124,0.24848485,0.230303034,0.270707071,0.222222224,2.83E-02,0.25050506,443,66,173,114,83,7,90,0.148984194,0.390519202,0.257336348,0.187358916,1.58E-02,0.203160271
442,Columbia Heights Education Campus,HS,234,70,50,53,53,8,61,0.299145311,0.213675216,0.226495728,0.226495728,3.42E-02,0.260683775,180,29,94,41,15,1,16,0.161111116,0.522222221,0.227777779,8.33E-02,5.56E-03,8.89E-02
450,Anacostia High School,ALL,67,47,13,4,3,0,3,0.701492548,0.194029853,5.97E-02,4.48E-02,0,4.48E-02,70,29,33,7,1,0,1,0.414285719,0.471428573,0.100000001,1.43E-02,0,1.43E-02
450,Anacostia High School,HS,67,47,13,4,3,0,3,0.701492548,0.194029853,5.97E-02,4.48E-02,0,4.48E-02,70,29,33,7,1,0,1,0.414285719,0.471428573,0.100000001,1.43E-02,0,1.43E-02
452,Ballou High School,ALL,180,117,36,22,4,1,5,0.649999976,0.200000003,0.122222222,2.22E-02,5.56E-03,2.78E-02,201,62,114,24,1,0,1,0.308457702,0.567164183,0.119402982,4.98E-03,0,4.98E-03
452,Ballou High School,HS,180,117,36,22,4,1,5,0.649999976,0.200000003,0.122222222,2.22E-02,5.56E-03,2.78E-02,201,62,114,24,1,0,1,0.308457702,0.567164183,0.119402982,4.98E-03,0,4.98E-03
454,Cardozo Education Campus,6,41,11,17,8,5,0,5,0.268292695,0.414634138,0.195121944,0.121951222,0,0.121951222,40,14,19,6,1,0,1,0.349999994,0.474999994,0.150000006,2.50E-02,0,2.50E-02
454,Cardozo Education Campus,7,39,18,4,9,7,1,8,0.461538464,0.102564104,0.230769232,0.179487184,2.56E-02,0.205128208,39,9,24,3,3,0,3,0.230769232,0.615384638,7.69E-02,7.69E-02,0,7.69E-02
454,Cardozo Education Campus,8,39,26,2,5,5,1,6,0.666666687,5.13E-02,0.128205135,0.128205135,2.56E-02,0.15384616,39,23,8,5,3,0,3,0.589743614,0.205128208,0.128205135,7.69E-02,0,7.69E-02
454,Cardozo Education Campus,ALL,289,184,38,32,32,3,35,0.636678219,0.131487891,0.110726647,0.110726647,1.04E-02,0.121107265,296,99,152,37,8,0,8,0.334459454,0.513513505,0.125,2.70E-02,0,2.70E-02
454,Cardozo Education Campus,HS,170,129,15,10,15,1,16,0.758823514,8.82E-02,5.88E-02,8.82E-02,5.88E-03,9.41E-02,178,53,101,23,1,0,1,0.297752798,0.567415714,0.129213482,5.62E-03,0,5.62E-03
455,Coolidge High School,ALL,62,45,8,6,3,0,3,0.725806475,0.129032254,9.68E-02,4.84E-02,0,4.84E-02,72,32,39,1,0,0,0,0.444444448,0.541666687,1.39E-02,0,0,0
455,Coolidge High School,HS,62,45,8,6,3,0,3,0.725806475,0.129032254,9.68E-02,4.84E-02,0,4.84E-02,72,32,39,1,0,0,0,0.444444448,0.541666687,1.39E-02,0,0,0
456,Roosevelt STAY High School,ALL,20,15,2,3,0,0,0,0.75,0.100000001,0.150000006,0,0,0,12,8,4,0,0,0,0,0.666666687,0.333333343,0,0,0,0
456,Roosevelt STAY High School,HS,20,15,2,3,0,0,0,0.75,0.100000001,0.150000006,0,0,0,12,8,4,0,0,0,0,0.666666687,0.333333343,0,0,0,0
457,Eastern High School,ALL,189,76,38,42,31,2,33,0.402116388,0.201058194,0.222222224,0.164021164,1.06E-02,0.174603179,166,38,106,19,3,0,3,0.228915662,0.638554215,0.114457831,1.81E-02,0,1.81E-02
457,Eastern High School,HS,189,76,38,42,31,2,33,0.402116388,0.201058194,0.222222224,0.164021164,1.06E-02,0.174603179,166,38,106,19,3,0,3,0.228915662,0.638554215,0.114457831,1.81E-02,0,1.81E-02
458,McKinley Technology High School,ALL,143,1,6,37,77,22,99,6.99E-03,4.20E-02,0.25874126,0.538461566,0.15384616,0.692307711,120,2,26,64,27,1,28,1.67E-02,0.216666669,0.533333361,0.224999994,8.33E-03,0.233333334
458,McKinley Technology High School,HS,143,1,6,37,77,22,99,6.99E-03,4.20E-02,0.25874126,0.538461566,0.15384616,0.692307711,120,2,26,64,27,1,28,1.67E-02,0.216666669,0.533333361,0.224999994,8.33E-03,0.233333334
459,Roosevelt High School,ALL,170,105,27,25,11,2,13,0.617647052,0.158823535,0.14705883,6.47E-02,1.18E-02,7.65E-02,167,46,94,22,5,0,5,0.275449097,0.562874258,0.131736532,2.99E-02,0,2.99E-02
459,Roosevelt High School,HS,170,105,27,25,11,2,13,0.617647052,0.158823535,0.14705883,6.47E-02,1.18E-02,7.65E-02,167,46,94,22,5,0,5,0.275449097,0.562874258,0.131736532,2.99E-02,0,2.99E-02
462,Ballou STAY High School,ALL,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
462,Ballou STAY High School,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
463,Woodrow Wilson High School,ALL,421,76,48,65,139,93,232,0.180522561,0.114014253,0.154394299,0.33016628,0.220902607,0.551068902,328,41,98,90,92,7,99,0.125,0.298780501,0.27439025,0.280487806,2.13E-02,0.301829278
463,Woodrow Wilson High School,HS,421,76,48,65,139,93,232,0.180522561,0.114014253,0.154394299,0.33016628,0.220902607,0.551068902,328,41,98,90,92,7,99,0.125,0.298780501,0.27439025,0.280487806,2.13E-02,0.301829278
464,H.D. Woodson High School,ALL,112,54,34,12,12,0,12,0.482142866,0.303571433,0.107142858,0.107142858,0,0.107142858,107,29,57,20,1,0,1,0.271028042,0.532710254,0.186915889,9.35E-03,0,9.35E-03
464,H.D. Woodson High School,HS,112,54,34,12,12,0,12,0.482142866,0.303571433,0.107142858,0.107142858,0,0.107142858,107,29,57,20,1,0,1,0.271028042,0.532710254,0.186915889,9.35E-03,0,9.35E-03
466,School Without Walls High School,ALL,135,1,0,7,46,81,127,7.41E-03,0,5.19E-02,0.34074074,0.600000024,0.940740764,126,0,6,28,88,4,92,0,4.76E-02,0.222222224,0.698412716,3.17E-02,0.730158746
466,School Without Walls High School,HS,135,1,0,7,46,81,127,7.41E-03,0,5.19E-02,0.34074074,0.600000024,0.940740764,126,0,6,28,88,4,92,0,4.76E-02,0.222222224,0.698412716,3.17E-02,0.730158746
467,Dunbar High School,ALL,109,60,21,21,6,1,7,0.550458729,0.192660555,0.192660555,5.50E-02,9.17E-03,6.42E-02,132,25,72,32,3,0,3,0.189393938,0.545454562,0.24242425,2.27E-02,0,2.27E-02
467,Dunbar High School,HS,109,60,21,21,6,1,7,0.550458729,0.192660555,0.192660555,5.50E-02,9.17E-03,6.42E-02,132,25,72,32,3,0,3,0.189393938,0.545454562,0.24242425,2.27E-02,0,2.27E-02
471,Duke Ellington School of the Arts,ALL,156,15,25,40,55,21,76,9.62E-02,0.160256416,0.256410271,0.352564096,0.134615391,0.487179488,140,15,54,49,20,2,22,0.107142858,0.385714293,0.349999994,0.142857149,1.43E-02,0.157142863
471,Duke Ellington School of the Arts,HS,156,15,25,40,55,21,76,9.62E-02,0.160256416,0.256410271,0.352564096,0.134615391,0.487179488,140,15,54,49,20,2,22,0.107142858,0.385714293,0.349999994,0.142857149,1.43E-02,0.157142863
474,Washington Metropolitan High School,8,17,12,4,1,0,0,0,0.70588237,0.235294119,5.88E-02,0,0,0,14,9,4,1,0,0,0,0.642857134,0.285714298,7.14E-02,0,0,0
474,Washington Metropolitan High School,ALL,23,18,4,1,0,0,0,0.782608688,0.173913047,4.35E-02,0,0,0,19,10,8,1,0,0,0,0.526315808,0.421052635,5.26E-02,0,0,0
474,Washington Metropolitan High School,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",ALL,79,21,17,29,12,0,12,0.265822798,0.215189874,0.367088616,0.151898727,0,0.151898727,77,12,50,15,0,0,0,0.155844152,0.649350643,0.19480519,0,0,0
478,"Phelps Architecture, Construction and Engineering High School",HS,79,21,17,29,12,0,12,0.265822798,0.215189874,0.367088616,0.151898727,0,0.151898727,77,12,50,15,0,0,0,0.155844152,0.649350643,0.19480519,0,0,0
861,Youth Services Center,8,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
861,Youth Services Center,ALL,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
884,Luke C. Moore High School,ALL,12,11,0,1,0,0,0,0.916666687,0,8.33E-02,0,0,0,14,7,7,0,0,0,0,0.5,0.5,0,0,0,0
884,Luke C. Moore High School,HS,12,11,0,1,0,0,0,0.916666687,0,8.33E-02,0,0,0,14,7,7,0,0,0,0,0.5,0.5,0,0,0,0
943,School-Within-School @ Goding,3,40,1,4,8,23,4,27,2.50E-02,0.100000001,0.200000003,0.574999988,0.100000001,0.675000012,40,1,1,8,22,8,30,2.50E-02,2.50E-02,0.200000003,0.550000012,0.200000003,0.75
943,School-Within-School @ Goding,4,40,0,1,6,22,11,33,0,2.50E-02,0.150000006,0.550000012,0.275000006,0.824999988,40,0,1,4,32,3,35,0,2.50E-02,0.100000001,0.800000012,7.50E-02,0.875
943,School-Within-School @ Goding,5,22,1,1,2,17,1,18,4.55E-02,4.55E-02,9.09E-02,0.772727251,4.55E-02,0.818181813,22,0,1,8,10,3,13,0,4.55E-02,0.363636374,0.454545468,0.13636364,0.590909064
943,School-Within-School @ Goding,ALL,102,2,6,16,62,16,78,1.96E-02,5.88E-02,0.156862751,0.607843161,0.156862751,0.764705896,102,1,3,20,64,14,78,9.80E-03,2.94E-02,0.196078435,0.627451003,0.137254909,0.764705896
950,Inspiring Youth Program,ALL,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
950,Inspiring Youth Program,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,
DCPS,DC Public Schools,3,3684,1028,674,795,1043,144,1187,0.279044509,0.182953313,0.21579805,0.283116192,3.91E-02,0.322204113,3680,615,703,856,1050,456,1506,0.167119563,0.191032603,0.232608691,0.285326093,0.123913042,0.409239143
DCPS,DC Public Schools,4,3686,726,794,826,918,422,1340,0.196961477,0.215409651,0.224091157,0.249050468,0.114487246,0.363537699,3681,668,856,871,1099,187,1286,0.181472421,0.23254551,0.236620486,0.298560172,5.08E-02,0.349361598
DCPS,DC Public Schools,5,3445,661,739,840,1041,164,1205,0.191872284,0.214513794,0.243831635,0.302177072,4.76E-02,0.349782288,3441,619,783,923,918,198,1116,0.17988956,0.227550134,0.268235981,0.26678291,5.75E-02,0.32432431
DCPS,DC Public Schools,6,2196,397,519,518,536,226,762,0.180783242,0.236338794,0.23588343,0.244080141,0.102914393,0.346994549,2196,452,631,507,479,127,606,0.205828786,0.287340611,0.230874315,0.218123868,5.78E-02,0.275956273
DCPS,DC Public Schools,7,2251,460,361,478,575,377,952,0.204353616,0.160373166,0.21235007,0.255442023,0.167481124,0.422923148,2248,388,704,523,508,125,633,0.17259787,0.313167274,0.232651249,0.225978643,5.56E-02,0.281583637
DCPS,DC Public Schools,8,2034,498,392,442,496,206,702,0.244837761,0.192723691,0.217305794,0.243854478,0.101278268,0.345132738,2025,744,451,337,447,46,493,0.367407411,0.222716048,0.166419759,0.220740736,2.27E-02,0.243456796
DCPS,DC Public Schools,ALL,19872,4749,3850,4306,5156,1811,6967,0.238979474,0.193739936,0.2166868,0.259460539,9.11E-02,0.350593805,19665,3978,5184,4509,4831,1163,5994,0.20228833,0.263615549,0.229290619,0.24566488,5.91E-02,0.304805487
DCPS,DC Public Schools,HS,2576,979,371,407,547,272,819,0.380046576,0.144021735,0.157996893,0.212344721,0.10559006,0.317934781,2394,492,1056,492,330,24,354,0.20551379,0.441102743,0.20551379,0.137844607,1.00E-02,0.147869676
