Name,Latitude,Longitude
"Bloomingdale, IL",41.95753,-88.0809
"Bolingbrook, IL",41.69864,-88.0684
"Carol Stream, IL",41.91253,-88.13479
"Darien, IL",41.75198,-87.97395
"Downers Grove, IL",41.80892,-88.01117
"Elmhurst, IL",41.89947,-87.94034
"Glen Ellyn, IL",41.87753,-88.06701
"Glendale Heights, IL",41.91031,-88.07174
"Hanover Park, IL",41.99947,-88.14507
"Lisle, IL",41.80114,-88.07479
"Lombard, IL",41.88003,-88.00784
"Naperville, IL",41.78586,-88.14729
"Roselle, IL",41.98475,-88.07979
"Saint Charles, IL",41.91419,-88.30869
"Streamwood, IL",42.02558,-88.17841
"Villa Park, IL",41.88975,-87.98895
"West Chicago, IL",41.88475,-88.20396
"Westmont, IL",41.79586,-87.97562
"Wheaton, IL",41.86614,-88.10701
"Woodridge, IL",41.74697,-88.05034
"Auburn, AL",32.60986,-85.48078
"Dothan, AL",31.22323,-85.39049
"Enterprise, AL",31.31517,-85.85522
"Montgomery, AL",32.36681,-86.29997
"Opelika, AL",32.64541,-85.37828
"Phenix City, AL",32.47098,-85.00077
"Prattville, AL",32.46402,-86.4597
"Selma, AL",32.40736,-87.0211
"Asheboro, NC",35.70791,-79.81364
"Burlington, NC",36.09569,-79.4378
"Greensboro, NC",36.07264,-79.79198
"High Point, NC",35.95569,-80.00532
"Winston-Salem, NC",36.09986,-80.24422
"Lafayette, LA",30.22409,-92.01984
"Lake Charles, LA",30.21309,-93.2044
"New Iberia, LA",30.00354,-91.81873
"Opelousas, LA",30.53353,-92.08151
"Sulphur, LA",30.23659,-93.37738
"Arlington, MA",42.41537,-71.15644
"Braintree, MA",42.22232,-70.99949
"Burlington, MA",42.50482,-71.19561
"Dedham, MA",42.24177,-71.16616
"Lexington, MA",42.44732,-71.2245
"Lynn, MA",42.46676,-70.94949
"Malden, MA",42.4251,-71.06616
"Marblehead, MA",42.5001,-70.85783
"Medford, MA",42.41843,-71.10616
"Melrose, MA",42.45843,-71.06616
"Needham, MA",42.28343,-71.23283
"Norwood, MA",42.19454,-71.1995
"Randolph, MA",42.1626,-71.04116
"Reading, MA",42.52565,-71.09533
"Revere, MA",42.40843,-71.01199
"Saugus, MA",42.46482,-71.01005
"Stoneham, MA",42.4801,-71.0995
"Wakefield, MA",42.50648,-71.07283
"Waltham, MA",42.37649,-71.23561
"Wellesley, MA",42.29649,-71.29256
"Weymouth, MA",42.22093,-70.93977
"Winchester, MA",42.45232,-71.137
"Woburn, MA",42.47926,-71.15228
"Alvin, TX",29.42385,-95.2441
"Atascocita, TX",29.99883,-95.1766
"Baytown, TX",29.7355,-94.97743
"Channelview, TX",29.77606,-95.11465
"Cloverleaf, TX",29.77828,-95.17188
"Deer Park, TX",29.70523,-95.12382
"Friendswood, TX",29.5294,-95.20104
"South Houston, TX",29.66301,-95.23549
"La Porte, TX",29.66578,-95.01937
"League City, TX",29.50745,-95.09493
"Mission Bend, TX",29.69384,-95.66495
"Missouri City, TX",29.61857,-95.53772
"Pasadena, TX",29.69106,-95.2091
"Pearland, TX",29.56357,-95.28605
"Rosenberg, TX",29.55718,-95.80856
"Spring, TX",30.07994,-95.41716
"Sugar Land, TX",29.61968,-95.63495
"The Woodlands, TX",30.15799,-95.48938
"The Bronx, NY",40.84985,-73.86641
"Brooklyn, NY",40.6501,-73.94958
"New York City, NY",40.71427,-74.00597
"Borough of Queens, NY",40.68149,-73.83652
"Staten Island, NY",40.56233,-74.13986
"Beverly, MA",42.55843,-70.88005
"Chelmsford, MA",42.59981,-71.36728
"Danvers, MA",42.57509,-70.93005
"Fitchburg, MA",42.58342,-71.8023
"Gardner, MA",42.57509,-71.99813
"Gloucester, MA",42.61593,-70.66199
"Haverhill, MA",42.7762,-71.07728
"Lawrence, MA",42.70704,-71.16311
"Leominster, MA",42.52509,-71.75979
"Lowell, MA",42.63342,-71.31617
"Methuen, MA",42.7262,-71.19089
"South Peabody, MA",42.50982,-70.94949
"Salem, MA",42.51954,-70.89672
"Wilmington, MA",42.54648,-71.17367
"Gainesville, FL",29.65163,-82.32483
"Oakland Park, FL",26.17231,-80.13199
"Ocala, FL",29.1872,-82.14009
"Spring Hill, FL",28.47688,-82.52546
"Bellingham, WA",48.75955,-122.48822
"Bremerton, WA",47.56732,-122.63264
"Lacey, WA",47.03426,-122.82319
"Longview, WA",46.13817,-122.93817
"Marysville, WA",48.05176,-122.17708
"Mount Vernon, WA",48.42122,-122.33405
"Marysville, WA",48.05176,-122.17708
"Olympia, WA",47.03787,-122.9007
"Vancouver, WA",45.63873,-122.66149
"Corpus Christi, TX",27.80058,-97.39638
"Kingsville, TX",27.51587,-97.85611
"Victoria, TX",28.80527,-97.0036
"Bowling Green, KY",36.99032,-86.4436
"Elizabethtown, KY",37.69395,-85.85913
"Henderson, KY",37.83615,-87.59001
"Hopkinsville, KY",36.86561,-87.49117
"Owensboro, KY",37.77422,-87.11333
"Paducah, KY",37.08339,-88.60005
"Radcliff, KY",37.84035,-85.94913
"American Fork, UT",40.3769,-111.79576
"West Bountiful, UT",40.89383,-111.90188
"Clearfield, UT",41.11078,-112.02605
"Cottonwood Heights, UT",40.61967,-111.81021
"Draper, UT",40.52467,-111.86382
"East Millcreek, UT",40.69995,-111.81049
"Kaysville, UT",41.03522,-111.93855
"Kearns, UT",40.65995,-111.99633
"Layton, UT",41.06022,-111.97105
"Magna, UT",40.70911,-112.10161
"Midvale, UT",40.61106,-111.89994
"Millcreek, UT",40.68689,-111.87549
"Murray, UT",40.66689,-111.88799
"South Ogden, UT",41.19189,-111.97133
"Orem, UT",40.2969,-111.69465
"Pleasant Grove, UT",40.36412,-111.73854
"Provo, UT",40.23384,-111.65853
"Riverton, UT",40.52189,-111.9391
"Roy, UT",41.16161,-112.02633
"Salt Lake City, UT",40.76078,-111.89105
"Sandy City, UT",40.59161,-111.8841
"South Jordan, UT",40.56217,-111.92966
"South Salt Lake, UT",40.71884,-111.88827
"Spanish Fork, UT",40.11496,-111.65492
"Springville, UT",40.16523,-111.61075
"Taylorsville, UT",40.66772,-111.93883
"West Jordan, UT",40.60967,-111.9391
"West Valley City, UT",40.69161,-112.00105
"Daytona Beach, FL",29.21081,-81.02283
"DeLand, FL",29.02832,-81.30312
"Deltona, FL",28.90054,-81.26367
"New Smyrna Beach, FL",29.02582,-80.927
"Ormond Beach, FL",29.28581,-81.05589
"Palm Coast, FL",29.58497,-81.20784
"Port Orange, FL",29.13832,-80.99561
"Bristol, RI",41.67705,-71.26616
"Cranston, RI",41.77982,-71.43728
"East Providence, RI",41.81371,-71.37005
"Newport East, RI",41.51579,-71.28752
"North Providence, RI",41.8501,-71.46617
"Pawtucket, RI",41.87871,-71.38256
"Providence, RI",41.82399,-71.41283
"West Warwick, RI",41.69689,-71.52194
"West Warwick, RI",41.69689,-71.52194
"Woonsocket, RI",42.00288,-71.51478
"Bellevue, NE",41.13667,-95.89084
"Columbus, NE",41.42973,-97.36838
"Fremont, NE",41.43333,-96.49808
"Hastings, NE",40.58612,-98.38839
"Lincoln, NE",40.8,-96.66696
"Norfolk, NE",42.02834,-97.417
"Omaha, NE",41.25861,-95.93779
"Atlanta, GA",33.749,-84.38798
"Candler-McAfee, GA",33.72672,-84.27246
"College Park, GA",33.65344,-84.44937
"College Park, GA",33.65344,-84.44937
"East Point, GA",33.67955,-84.43937
"Forest Park, GA",33.62205,-84.36909
"Atlanta, GA",33.749,-84.38798
"Sandy Springs, GA",33.92427,-84.37854
"Tucker, GA",33.85455,-84.21714
"Bethany, OK",35.51867,-97.63226
"Del City, OK",35.44201,-97.44087
"Edmond, OK",35.65283,-97.4781
"Midwest City, OK",35.44951,-97.3967
"Moore, OK",35.33951,-97.4867
"Norman, OK",35.22257,-97.43948
"Oklahoma City, OK",35.46756,-97.51643
"Shawnee, OK",35.32729,-96.9253
"Stillwater, OK",36.11561,-97.05837
"Yukon, OK",35.50672,-97.76254
"Billings, MT",45.78329,-108.50069
"Bozeman, MT",45.67965,-111.03856
"Butte, MT",46.00382,-112.53474
"Great Falls, MT",47.50024,-111.30081
"Helena, MT",46.59271,-112.03611
"Missoula, MT",46.87215,-113.994
"Altamonte Springs, FL",28.66111,-81.36562
"South Apopka, FL",28.66194,-81.50952
"Casselberry, FL",28.67778,-81.32785
"Kissimmee, FL",28.30468,-81.41667
"Oak Ridge, FL",28.47112,-81.42452
"Ocoee, FL",28.56917,-81.54396
"Orlando, FL",28.53834,-81.37924
"Oviedo, FL",28.67,-81.20812
"Pine Hills, FL",28.55778,-81.4534
"Sanford, FL",28.80055,-81.27312
"Saint Cloud, FL",28.2489,-81.28118
"University Park, FL",25.74649,-80.36755
"Wekiwa Springs, FL",28.69861,-81.42563
"Winter Park, FL",28.6,-81.33924
"Winter Springs, FL",28.69889,-81.30812
"Campbell, CA",37.28717,-121.94996
"Gilroy, CA",37.00578,-121.56828
"Los Gatos, CA",37.22661,-121.97468
"Milpitas, CA",37.42827,-121.90662
"Morgan Hill, CA",37.1305,-121.65439
"San Jose, CA",37.33939,-121.89496
"Santa Clara, CA",37.35411,-121.95524
"Saratoga, CA",37.26383,-122.02301
"Sunnyvale, CA",37.36883,-122.03635
"Beaumont, TX",30.08605,-94.10185
"Galveston, TX",29.30135,-94.7977
"Port Arthur, TX",29.88519,-93.94233
"Texas City, TX",29.38385,-94.9027
"Annapolis, MD",38.97845,-76.49218
"Arbutus, MD",39.25455,-76.69997
"Arnold, MD",39.03206,-76.50274
"Baltimore, MD",39.29038,-76.61219
"Bel Air North, MD",39.55429,-76.37309
"Bel Air South, MD",39.50506,-76.31977
"Carney, MD",39.39427,-76.52358
"Catonsville, MD",39.27205,-76.73192
"Columbia, MD",39.24038,-76.83942
"Crofton, MD",39.00178,-76.68747
"Dundalk, MD",39.25066,-76.52052
"Edgewood, MD",39.41872,-76.2944
"Eldersburg, MD",39.40371,-76.95026
"West Elkridge, MD",39.20705,-76.72692
"Ellicott City, MD",39.26733,-76.79831
"Essex, MD",39.30927,-76.47496
"Glen Burnie, MD",39.16261,-76.62469
"Lochearn, MD",39.34066,-76.72219
"Middle River, MD",39.33427,-76.43941
"Milford Mill, MD",39.34788,-76.76997
"Odenton, MD",39.084,-76.70025
"Parkville, MD",39.37733,-76.53969
"Perry Hall, MD",39.41261,-76.46357
"Pikesville, MD",39.37427,-76.72247
"Randallstown, MD",39.36733,-76.79525
"Reisterstown, MD",39.46976,-76.8319
"Salisbury, MD",38.36067,-75.59937
"Severn, MD",39.13705,-76.6983
"Severna Park, MD",39.07039,-76.54524
"South Gate, MD",39.129,-76.6258
"Towson, MD",39.4015,-76.60191
"Bethel Park, PA",40.32757,-80.0395
"McKeesport, PA",40.34785,-79.86422
"Mount Lebanon, PA",40.35535,-80.0495
"Monroeville, PA",40.42118,-79.7881
"Penn Hills, PA",40.50118,-79.83922
"Pittsburgh, PA",40.44062,-79.99589
"Plum, PA",40.50035,-79.74949
"Upper Saint Clair, PA",40.3359,-80.08339
"West Mifflin, PA",40.3634,-79.86644
"Agawam, MA",42.06954,-72.61481
"North Chicopee, MA",42.18343,-72.59953
"Holyoke, MA",42.20426,-72.6162
"Northampton, MA",42.32509,-72.6412
"Pittsfield, MA",42.45008,-73.24538
"West Springfield, MA",42.10704,-72.62037
"West Springfield, MA",42.10704,-72.62037
"Westfield, MA",42.12509,-72.74954
"Franklin, WI",42.88863,-88.03842
"Greenfield, WI",42.9614,-88.01259
"South Milwaukee, WI",42.91057,-87.86064
"Oak Creek, WI",42.88585,-87.86314
"South Milwaukee, WI",42.91057,-87.86064
"Wauwatosa, WI",43.04946,-88.00759
"West Allis, WI",43.01668,-88.00703
"Novato, CA",38.10742,-122.5697
"San Anselmo, CA",37.97465,-122.56164
"South San Francisco, CA",37.65466,-122.40775
"San Rafael, CA",37.97353,-122.53109
"Joplin, MO",37.08423,-94.51328
"Springfield, MO",37.21533,-93.29824
"Ashland, OH",40.86867,-82.31822
"Bowling Green, OH",41.37477,-83.65132
"Findlay, OH",41.04422,-83.64993
"Lima, OH",40.74255,-84.10523
"Mansfield, OH",40.75839,-82.51545
"Sandusky, OH",41.44894,-82.70796
"Toledo, OH",41.66394,-83.55521
"Bristol, TN",36.59511,-82.18874
"East Chattanooga, TN",35.06535,-85.24912
"South Cleveland, TN",35.14119,-84.87217
"East Ridge, TN",35.01424,-85.2519
"Johnson City, TN",36.31344,-82.35347
"Kingsport, TN",36.54843,-82.56182
"Morristown, TN",36.21398,-83.29489
"Beverly Hills, CA",34.07362,-118.40036
"West Carson, CA",33.82168,-118.29257
"Culver City, CA",34.02112,-118.39647
"Gardena, CA",33.88835,-118.30896
"Hawthorne, CA",33.9164,-118.35257
"Inglewood, CA",33.96168,-118.35313
"Lawndale, CA",33.88724,-118.35257
"Lennox, CA",33.93807,-118.35258
"Lomita, CA",33.79224,-118.31507
"Lynwood, CA",33.93029,-118.21146
"Manhattan Beach, CA",33.88474,-118.41091
"Rancho Palos Verdes, CA",33.74446,-118.38702
"Redondo Beach, CA",33.84918,-118.38841
"Santa Monica, CA",34.01945,-118.49119
"Torrance, CA",33.83585,-118.34063
"West Carson, CA",33.82168,-118.29257
"Bellevue, WA",47.61038,-122.20068
"Bothell, WA",47.76232,-122.2054
"Fairwood, WA",47.76684,-117.41744
"Cottage Lake, WA",47.74427,-122.07735
"Edmonds, WA",47.81065,-122.37736
"Everett, WA",47.97898,-122.20208
"Inglewood-Finn Hill, WA",47.72049,-122.23167
"Kirkland, WA",47.68149,-122.20874
"Lynnwood, WA",47.82093,-122.31513
"Mountlake Terrace, WA",47.78815,-122.30874
"North Creek, WA",47.81954,-122.17624
"Redmond, WA",47.67399,-122.12151
"Renton, WA",47.48288,-122.21707
"City of Sammamish, WA",47.60444,-122.03768
"Big Spring, TX",32.2504,-101.47874
"Midland, TX",31.99735,-102.07791
"West Odessa, TX",31.84235,-102.49876
"Charlottesville, VA",38.02931,-78.47668
"Danville, VA",36.58597,-79.39502
"West Lynchburg, VA",37.4032,-79.17808
"Cedar City, UT",37.67748,-113.06189
"North Logan, UT",41.76937,-111.80467
"Saint George, UT",37.10415,-113.58412
"Tooele, UT",40.53078,-112.29828
"Ashtabula, OH",41.86505,-80.78981
"Eastlake, OH",41.65394,-81.45039
"Elyria, OH",41.36838,-82.10765
"Lorain, OH",41.45282,-82.18237
"Mentor, OH",41.66616,-81.33955
"North Olmsted, OH",41.4156,-81.92347
"North Ridgeville, OH",41.38949,-82.01903
"North Royalton, OH",41.31366,-81.72457
"Parma, OH",41.40477,-81.72291
"Parma Heights, OH",41.39005,-81.75958
"Rocky River, OH",41.4756,-81.8393
"Solon, OH",41.38978,-81.44123
"Strongsville, OH",41.3145,-81.83569
"Westlake, OH",41.45532,-81.91792
"Willoughby, OH",41.63977,-81.4065
"La Quinta, CA",33.66336,-116.31001
"Oceanside, CA",33.19587,-117.37948
"Palm Desert, CA",33.72255,-116.37697
"Palm Springs, CA",33.8303,-116.54529
"Ridgecrest, CA",35.62246,-117.6709
"San Marcos, CA",33.14337,-117.16614
"Victorville, CA",34.53611,-117.29116
"Vista, CA",33.20004,-117.24254
"Apple Valley, CA",34.50083,-117.18588
"Barstow, CA",34.89859,-117.02282
"Brawley, CA",32.97866,-115.53027
"Calexico, CA",32.67895,-115.49888
"Carlsbad, CA",33.15809,-117.35059
"Cathedral City, CA",33.77974,-116.46529
"Coachella, CA",33.6803,-116.17389
"El Centro, CA",32.792,-115.56305
"Encinitas, CA",33.03699,-117.29198
"Escondido, CA",33.11921,-117.08642
"Fallbrook, CA",33.37642,-117.25115
"Hesperia, CA",34.42639,-117.30088
"Indio, CA",33.7207,-116.21677
"Annapolis, MD",38.97845,-76.49218
"Arbutus, MD",39.25455,-76.69997
"Arnold, MD",39.03206,-76.50274
"Baltimore, MD",39.29038,-76.61219
"Bel Air North, MD",39.55429,-76.37309
"Bel Air South, MD",39.50506,-76.31977
"Carney, MD",39.39427,-76.52358
"Catonsville, MD",39.27205,-76.73192
"Columbia, MD",39.24038,-76.83942
"Crofton, MD",39.00178,-76.68747
"Dundalk, MD",39.25066,-76.52052
"Edgewood, MD",39.41872,-76.2944
"Eldersburg, MD",39.40371,-76.95026
"West Elkridge, MD",39.20705,-76.72692
"Ellicott City, MD",39.26733,-76.79831
"Essex, MD",39.30927,-76.47496
"Glen Burnie, MD",39.16261,-76.62469
"Lochearn, MD",39.34066,-76.72219
"Middle River, MD",39.33427,-76.43941
"Milford Mill, MD",39.34788,-76.76997
"Odenton, MD",39.084,-76.70025
"Parkville, MD",39.37733,-76.53969
"Perry Hall, MD",39.41261,-76.46357
"Pikesville, MD",39.37427,-76.72247
"Randallstown, MD",39.36733,-76.79525
"Reisterstown, MD",39.46976,-76.8319
"Salisbury, MD",38.36067,-75.59937
"Severn, MD",39.13705,-76.6983
"Severna Park, MD",39.07039,-76.54524
"South Gate, MD",39.129,-76.6258
"Towson, MD",39.4015,-76.60191
"Albany, OR",44.63651,-123.10593
"North Bend, OR",43.4065,-124.22428
"Corvallis, OR",44.56457,-123.26204
"Gresham, OR",45.49818,-122.43148
"Grants Pass, OR",42.43933,-123.33067
"Medford, OR",42.32652,-122.87559
"Roseburg North, OR",43.26452,-123.30331
"Springfield, OR",44.04624,-123.02203
"Allen, TX",33.10317,-96.67055
"Carrollton, TX",32.95373,-96.89028
"Cedar Hill, TX",32.58847,-96.95612
"Coppell, TX",32.95457,-97.01501
"Dallas, TX",32.78306,-96.80667
"DeSoto, TX",32.58986,-96.85695
"Duncanville, TX",32.6518,-96.90834
"Farmers Branch, TX",32.92651,-96.89612
"Flower Mound, TX",33.01457,-97.09696
"Frisco, TX",33.15067,-96.82361
"Garland, TX",32.91262,-96.63888
"Grand Prairie, TX",32.74596,-96.99778
"Irving, TX",32.81402,-96.94889
"Lancaster, TX",32.59208,-96.75611
"Lewisville, TX",33.04623,-96.99417
"McKinney, TX",33.19762,-96.61527
"Mesquite, TX",32.7668,-96.59916
"Plano, TX",33.01984,-96.69889
"Richardson, TX",32.94818,-96.72972
"Rowlett, TX",32.9029,-96.56388
"The Colony, TX",33.08901,-96.88639
"University Park, TX",32.85013,-96.80028
"Waxahachie, TX",32.38653,-96.84833
"Macon, GA",32.84069,-83.6324
"Warner Robins, GA",32.62098,-83.5999
"Fayetteville, AR",36.06258,-94.15743
"Fort Smith, AR",35.38592,-94.39855
"Rogers, AR",36.33202,-94.11854
"Russellville, AR",35.27842,-93.13379
"Springdale, AR",36.18674,-94.12881
"Apache Junction, AZ",33.41505,-111.54958
"Chandler, AZ",33.30616,-111.84125
"Fountain Hills, AZ",33.61171,-111.71736
"Gilbert, AZ",33.35283,-111.78903
"Mesa, AZ",33.41253,-111.83189
"Scottsdale, AZ",33.50921,-111.89903
"Tempe, AZ",33.41477,-111.90931
"Allentown, PA",40.60843,-75.49018
"Bethlehem, PA",40.62593,-75.37046
"West Chester, PA",39.96097,-75.60804
"Drexel Hill, PA",39.94706,-75.29213
"Easton, PA",40.68843,-75.22073
"Norristown, PA",40.1215,-75.3399
"Pottstown, PA",40.24537,-75.64963
"Radnor, PA",40.04622,-75.35991
"Reading, PA",40.33565,-75.92687
"Springfield, PA",39.93067,-75.32019
"Benton, AR",34.56454,-92.58683
"Conway, AR",35.0887,-92.4421
"Hot Springs, AR",34.5037,-93.05518
"Jacksonville, AR",34.8662,-92.11015
"North Little Rock, AR",34.76954,-92.26709
"North Little Rock, AR",34.76954,-92.26709
"Sherwood, AR",34.81509,-92.22432
"Frankfort, KY",38.20091,-84.87328
"Louisville, KY",38.25424,-85.75941
"Aloha, OR",45.49428,-122.86705
"Beaverton, OR",45.48706,-122.80371
"Gresham, OR",45.49818,-122.43148
"Hillsboro, OR",45.52289,-122.98983
"Keizer, OR",44.99012,-123.02621
"Lake Oswego, OR",45.42067,-122.67065
"McMinnville, OR",45.21012,-123.19872
"Milwaukie, OR",45.44623,-122.63926
"Oregon City, OR",45.35734,-122.60676
"Portland, OR",45.52345,-122.67621
"Salem, OR",44.9429,-123.0351
"Tigard, OR",45.43123,-122.77149
"Tualatin, OR",45.38401,-122.76399
"West Linn, OR",45.36568,-122.61231
"Woodburn, OR",45.14373,-122.85537
"Chalmette, LA",29.94296,-89.96537
"Harvey, LA",29.90354,-90.07729
"Kenner, LA",29.99409,-90.24174
"Marrero, LA",29.89937,-90.10035
"Metairie, LA",29.98409,-90.15285
"New Orleans, LA",29.95465,-90.07507
"Terrytown, LA",29.91021,-90.03257
"Albuquerque, NM",35.08449,-106.65114
"Farmington, NM",36.72806,-108.21869
"Gallup, NM",35.52808,-108.74258
"Rio Rancho, NM",35.23338,-106.66447
"Santa Fe, NM",35.68698,-105.9378
"South Valley, NM",35.01005,-106.67808
"Austin, MN",43.66663,-92.97464
"Faribault, MN",44.29496,-93.26883
"North Mankato, MN",44.1733,-94.03385
"Owatonna, MN",44.08385,-93.22604
"Rochester, MN",44.02163,-92.4699
"Winona, MN",44.04996,-91.63932
"Attleboro, MA",41.94454,-71.28561
"Barnstable, MA",41.70011,-70.29947
"Brockton, MA",42.08343,-71.01838
"Fall River, MA",41.70149,-71.15505
"Framingham, MA",42.27926,-71.41617
"Franklin, MA",42.08343,-71.39673
"Marlborough, MA",42.34593,-71.55229
"Milford, MA",42.13982,-71.51617
"New Bedford, MA",41.63622,-70.93421
"Taunton, MA",41.9001,-71.08977
"Worcester, MA",42.26259,-71.80229
"Kennewick, WA",46.21125,-119.13723
"Opportunity, WA",47.64995,-117.23991
"Pasco, WA",46.23958,-119.10057
"Pullman, WA",46.73127,-117.17962
"West Richland, WA",46.3043,-119.36141
"Spokane, WA",47.65966,-117.42908
"Walla Walla, WA",46.06458,-118.34302
"Wenatchee, WA",47.42346,-120.31035
"Yakima, WA",46.60207,-120.5059
"Alameda, CA",37.76521,-122.24164
"Berkeley, CA",37.87159,-122.27275
"Castro Valley, CA",37.6941,-122.08635
"El Cerrito, CA",33.84057,-117.52283
"Fremont, CA",37.54827,-121.98857
"Hayward, CA",37.66882,-122.0808
"Newark, CA",37.52966,-122.04024
"Oakland, CA",37.80437,-122.2708
"Richmond, CA",37.93576,-122.34775
"San Leandro, CA",37.72493,-122.15608
"San Lorenzo, CA",37.68104,-122.12441
"San Pablo, CA",37.96215,-122.34553
"Union City, CA",37.59577,-122.01913
"Austin, TX",30.26715,-97.74306
"Cedar Park, TX",30.5052,-97.82029
"Georgetown, TX",30.63269,-97.67723
"Round Rock, TX",30.50826,-97.6789
"San Marcos, TX",29.88327,-97.94139
"Cincinnati, OH",39.162,-84.45689
"Fairfield, OH",39.34589,-84.5605
"Hamilton, OH",39.3995,-84.56134
"Mason, OH",39.36006,-84.30994
"Middletown, OH",39.51506,-84.39828
"Norwood, OH",39.15561,-84.45966
"Oxford, OH",39.507,-84.74523
"Ames, IA",42.03471,-93.61994
"Ankeny, IA",41.72971,-93.60577
"West Des Moines, IA",41.57721,-93.71133
"Fort Dodge, IA",42.49747,-94.16802
